通巻	区分	番号	氏名	題名	開始頁	終了頁	備考
110		8	伴 充晃	ドロセラの誤名に就いて	114		
110	短信	9			116		
110	交換欄	10			118		
110	会からのお知らせ	11			120		
110	編集後記	12			123		
111		1	外山 雅寛	北海道空知郡北村よりウトリクラリア2種の新分布記録	1		
111		2	外山 雅寛	北海道江別市よりタヌキモ科植物3種を確認	2		
111		3	倉田 重夫	ネペンテス・ノート（Ⅸ）	7		
111		4	和田 基巳	武豊町自生の食虫植物について	10		
111		5	路川 宗夫	筑波研究学園都市の食虫植物	11		
111		6	富沢 正美	小さなワーディアンケースの食虫植物	16		
111		7	深津 康博	塊茎ドロセラの夏越しについて	20		
111		8	松木 裕幸	ダーリングトニアの話	22		
111		9	岡村 正治	ネペンセスの水さし発根法について	25		記載通り：ネペンセス→ネペンテス
111		10	土井 俊郎	西条農業高等学校の「食虫植物展」の見学	30		
111		11	企画委員	卓上展示会の報告	31		
111	短信	12			33		
111	交換欄	13			35		
111	会からのお知らせ	14			37		
111	編集後記	15			39		
112		1	山本 卓哉	ボルネオ・ネペンテス採集記	41		
112		2	外山 雅寛	北海道美唄市におけるミミカキグサ及びナガバノモウセンゴケの旧記録について	44		
112		3	外山 雅寛	北海道にムジナモが分布－伝説か真実か？	45		
112		4	外山 雅寛	北海道で観察されたタヌキモ類の天敵－ヒラマキミズマイマイについて	47		
112		5	倉田 重夫	ネペンテス・ノート（Ⅹ）	48		
112		6	佐藤 安司	サラセニア・プルプレアの変異の記録	49		
112		7	松木 裕幸	食虫植物とモラルに就いて	52		
112		8	小宮 定志	自然保護について思うこと	55		
112		9	長友 武洋	第11回九州高等学校生徒生物研究発表大会参加報告	57		
112	文献紹介	10		中国科学院、中国植物誌34巻第1分冊、ほか	57		
112	短信	11			64		
112	交換欄	12			71		
112	会からのお知らせ	13			74		
112	編集後記	14			76		
113		1	小宮 定志	最近の地方植物誌に見る食虫植物の分布(3)	77		
113		2	外山 雅寛	北海道での食虫植物栽培の楽しみ	82		
113		3	松木 裕幸	Pinguicula（イソロバ節）の栽培	86		
113		4	山田 重人	アクアリウムから見た食虫植物	90		
113	文献紹介	5		(1)Carnivory in the bromeliad Brocchinia reducta (2)A cytotaxonomic study of some Australian spp. of Drosera (3)Three new spp. of Drosera from Australia (4)トロピカルプランツ	91		
113	短信	6			95		
113	交換欄	7			100		
113	会からのお知らせ	8			102		
113	編集後記	9			106		
114		1	中川 泰秀	Sarawak採集品の観察	107		
114		2	河瀬 晃四郎	ウツボカズラ、古都シリーズの品種特性(4)Dreamy Kotoの特長	115		
114		3	外山 雅寛	北海道樺戸郡月形町よりムラサキミミカキグサの新分布記録	118		
114		4	外山 雅寛	北海道におけるムラサキミミカキグサとホザキノミミカキグサの生活史について	121		誤：ホザキのミミカキグサ->ホザキノミミカキグサ
114		5	外山 雅寛	北海道石狩川下流域の沼に分布するタヌキモ科植物	130		
114		6	小宮 定志	北海道にムラサキミミカキグサを訪ねて	137		
114		7	豊田 良男	清水清写真展「緑の狩人」をみて	142		
114		8	鈴木 稔	夏の八丈島見学記	143		
114		9	内山 寛	Brocchinia reducta について	145		
114	文献紹介	10		(1)Water Extrusion in the Trap Bladders of Utricularia vulgaris I.II (2)Neue Pinguicula - Arten aus Mexiko	147		
114	短信	11			149		
114	交換欄	12			152		
114	会からのお知らせ	13			154		
114	編集後記	14			156		
115		1	岩崎 ヨシアキ	ブラジル・ミナス州Serra do Cipoの食虫植物	1		
115		2	岩崎 ヨシアキ	Utricularia reniformis 自生地を発見	3		
115		3	外山 雅寛	ナガレヒメタヌキモ北海道より60年振りの記録	6		
115		4	外山 雅寛	北海道新篠津湿原におけるムラサキミミカキグサの消滅過程	10		
115		5	外山 雅寛	ムラサキミミカキグサ群落の保存法に一筋の光見い出す	17		
115		6	岩田 尚喜	三方原に自生する白花ナガバノイシモチソウとその栽培	22		
115		7	深津 康博	私の近況と栽培3題	23		
115	短信	8			24		
115	交換欄	9			28		
115	会からのお知らせ	10			30		
115	編集後記	11			31		
116		1	小宮 定志	羽生市ムジナモ保存会の再発足と活動経過について	33		
116		2	外山 雅寛	本州及び北海道に於けるムラサキミミカキグサ・ホザキノミミカキグサの自生地比較より得た知見について	40		
116		3	外山 雅寛	自生状態を重んじた食虫植物の培養について	47		
116		4	日下部 勇	Nepenthes X rufescens Masters	49		
116		5	日下部 勇	一正園のネペンテス	51		
116		6	山本 卓哉	マニラ郊外のN.ベントリコーサ及びミンダナオ島の現状	54		
116		7	小宮 定志	〔文献紹介〕自然保護関係出版物を集めて	55		
116	短信	8			57		
116	交換欄	9			60		
116	会からのお知らせ	10			61		
116	編集後記	11			64		
117		1	河瀬 晃四郎	ウツボカズラ、古都シリーズの品種特性（6）Accentual Koto（No. 20）の特長	65		
117		2	和田 基巳	壱町田湿地植物群落の保護管理及び近況			誤植を訂正：基己→基巳
117		3	清水 清	食虫植物のふしぎ（講演要旨）	71		
117		4	岡村 正治	ネペンテスにおける栽培学的考察について	73		
117		5	橋本 正光	定例総会の報告	79		
117		6	柴田 千晶	神代植物公園での展示会	80		
117	短信	7			81		
117	交換欄	8			83		
117	会からのお知らせ	9			84		
117	編集後記	10			89		
118		1	窪田 宣和	シロバナナガバノイシモチソウに捕捉された昆虫類 －愛知県知多郡武豊町壱町田湿地における記録－	90		
118		2	田中 桃三	壱町田湿地見学記	97		
118		3	外山 雅寛	北海道勇払郡苫小牧市よりUtricularia数種の分布記録	98		
118		4	池田 鉚治	私の温室暖房	103		
118		5	日野 秀幸	ビブリス・ギガンテア －私の栽培法	105		
118		6	島畑 智志	夏の八丈島見学会に参加して	106		
118	文献紹介	7		釧路湿原の花、釧路湿原の食虫植物、他	108		
118	短信	8			110		
118	交換欄	9			114		
118	会からのお知らせ	10			115		
118	編集後記	11			117		
119		1	河瀬 晃四郎	ウツボカズラ、古都シリーズの品種特性(7)Accentual Koto(No.2)の特長	1		
119		2	外山 雅寛	苫小牧市弁天沼よりムラサキミミカキグサ及びシロバナミミカキグサの新分布記録	3		
119		3	外山 雅寛	北海道におけるナガレヒメタヌキモの新産地(1)	7		
119		4	外山 雅寛	北海道湧払群苫小牧市よりUtricularia数種の分布記録Ⅱ	9		記載通り：湧払群→勇払郡
119		5	外山 雅寛	北海道に於けるコタヌキモの注目すべき生態	10		
119		6	内山 寛	広島県のコタヌキモの新産地	18		
119		7	小宮 定志	タヌキモ属の生態型とその分類学的意義について	19		
119		8	島井 弘男	広島市植物公園の食虫植物展	23		
119	短信	9			26		
119	交換欄	10			29		
119	会からのお知らせ	11			30		
119	編集後記	12			32		
120		1	河瀬 晃四郎	ウツボカズラ、古都シリーズの品種特性(8)Easeful Koto(No.1)の特長	33		
120		2	綿貴 修	食虫作用の生態的意味を考える	35		
120		3	外山 雅寛	北海道夕張岳登山紀行	38		
120		4	岡村 正治	Nepenthes kampotiana の誤称品について	40		
120		5	伴 充晃	Drosera交配種(neocaledonica X aliciae "pale flower")	44		
120		6	内沢 真	秋の研究集会の報告	45		
120		7	柴田 千晶、他	新年会報告	46		
120		8	柴田 千晶	第24回花の文化展「花の文化史」に参加出展	46		
120	文献紹介	9		Insect-Eating Plants & How to grow them；Carnivorous Plants of the World、他	47		
120	短信	10			49		
120	交換欄	11			52		
120	会からのお知らせ	12			53		
120	編集後記	13			56		
121		1	河瀬 晃四郎	ウツボカズラ、古都シリーズの品種特性(9)Facile Koto(No.1)の特長	57		
121		2	本多 真	テレビ番組－食虫植物2題(1)ブロキニア・レダクタ (2)“Death Trap”－食虫植物	59		記載通り：ブロキニア・レダクタ
121		3	路川 宗夫	パラフィン切片法による染色体観察の手びき	61		
121		4	小宮 定志	最近の外国図書購入事情と入手した図版のいくつか	70		
121	文献紹介	5		東北海道の植物、他	76		
121	短信	6			77		
121	交換欄	7			78		
121	会からのお知らせ	8			79		
121	編集後記	9			84		
122		1	河瀬 晃四郎	ウツボカズラ、古都シリーズの品種特性(10)Dainty Koto(No.7)の特長	85		
122		2	河瀬 晃四郎	ウツボカズラ、古都シリーズの品種特性(11)Dainty Koto(No.8)の特長	86		
122		3	外山 雅寛	北海道におけるヒメタヌキモの開花期	88		
122		4	外山 雅寛	北海道におけるモウセンゴケの新産地	95		
122		5	外山 雅寛	北海道におけるナガレヒメタヌキモの新産地（Ⅱ）	96		
122		6	和田 基巳	壱町田湿地のシロバナナガバノイシモチソウの現況	100		
122		7	和田 基巳	壱町田湿地のシロバナナガバノイシモチソウとトリバガの食害について	101		
122		8	和田 基巳	壱町田湿地のヒメミミカキグサの生育状況について	103		
122		9	河合 良典	白花ナガバノイシモチソウの成長記録	105		
122		10	杉浦 弘真	伊勢丹展示会の報告	110		
122		11	豊田 良男	小坂田泰直氏歓迎懇談会報告記	111		
122		12	大野 清	武豊町壱町田湿地見学記	113		
122		13	田中 桃三	名古屋・知多半島かけある記	114		
122	短信	14			116		
122	交換欄	15			123		
122	会からのお知らせ	16			125		
122	編集後記	17			126		
123		1	河瀬 晃四郎	ウツボカズラ、古都シリーズの品種特性(13)Benign Koto(No.1)の特長	1		
123		2	河瀬 晃四郎	ウツボカズラ、古都シリーズの品種特性(14)Divine Koto(No.1)の特長	3		
123		3	岩崎 ヨシアキ	ブラジルにおける食虫植物の病虫害について	5		
123		4	外山 雅寛	北海道におけるシロバナミミカキグサの生活史	6		
123		5	外山 雅寛	北海道におけるヒメタヌキモの開花期Ⅱ	10		
123		6	勝俣 員伊	北海道北部の食虫植物を探る	20		
123		7	河合 良典	知多半島におけるヒメミミカキグサ，イトタヌキモの新発見自生地の観察記録	22		
123		8	日下部 勇	Nepenthes交配種の種名の尊重	24		
123		9	内山 寛	広島市植物公園の食虫植物展	26		
123		10	桜井 謙一	羽生市三田ケ谷公民館での食虫植物展	27		
123	文献紹介	11		Carnivorous Plants of Australia vol.1，他	28		
123	短信	12			29		
123	交換欄	13			35		
123	会からのお知らせ	14			36		
123	編集後記	15			38		
124		1	河瀬 晃四郎	ウツボカズラ、古都シリーズの品種特性(15)Dignified Koto(No.1)の特長	39		
124		2	河瀬 晃四郎	ウツボカズラ、古都シリーズの品種特性(16)Dignified Koto(No.2)の特長	40		
124		3	日下部 勇	Nepenthes X ventrataの疑問	42		
124		4	日下部 勇	Nepenthes "Zonal Koto"	43		
124		5	内山 寛	広島県におけるコタヌキモの新産地	44		
124		6	河合 良典	ヒメミミカキグサの栽培と観察記録	45		
124		7	小宮 定志	失われゆく北海道の湿原と食虫植物	48		
124		8	外山 雅寛	日本産食虫植物の記録よりみた歴史的知見	54		
124		9	橋本 正光	“植物写真の撮り方”講習会の報告	61		
124	文献紹介	10		群馬県植物誌、釧路湿原、他	62		
124	短信	11			65		
124	交換欄	12			67		
124	会からのお知らせ	13			68		
124	編集後記	14			70		
125		1	河瀬 晃四郎	ウツボカズラ、古都シリーズの品種特性(18)Fabulous Koto(No.2)の特長	71		
125		2	河瀬 晃四郎	ウツボカズラ、古都シリーズの品種特性(19)Fabulous Koto(No.3)の特長	72		
125		3	外山 雅寛	北海道石狩川下流域の沼に分布するタヌキモ科植物（Ⅱ）	74		
125		4	豆田 勝彦	ダーリングトニアの栽培	86		
125		5	和田 基巳	菊川町自生地見学会に参加して	87		訂正した：基己->基巳
125		6	佐藤 安司	新年会の報告	88		
125		7	内沢 真	総会の報告	88		
125		8	杉浦 弘真	第1回定例会の報告	89		
125	文献紹介	9		不思議な食虫植物たち、総説・コウシンソウ、他	91		
125	短信	10			91		
125	交換欄	11			93		
125	会からのお知らせ	12			94		
125	編集後記	13			98		
126		1	河瀬 晃四郎	ウツボカズラ、古都シリーズの品種特性(20)Effulgent Koto(No.2)の特長	99		
126		2	河瀬 晃四郎	ウツボカズラ、古都シリーズの品種特性(21)Eternal Koto(No.1)の特長	101		
126		3	中川 泰秀	新自然交配種 Nepenthes clipeata X reinwardtiana	103		
126		4	外山 雅寛	北海道東部十勝管内中川郡豊頃町よりタヌキモの新分布記録	105		
126		5	外山 雅寛	北海道十勝産タヌキモ雑記	112		
126		6	橋本 正光	伊勢丹展示会の報告	116		
126		7	内山 寛	広島市植物公園の食虫植物展	118		
126		8	佐藤 安司	本草書の食虫植物(2)	120		
126	文献紹介	9		ネ・ソレリーの開花と雌雄性、特集「食虫植物・ウツボカズラ」他	121		
126	短信	10			123		
126	交換欄	11			128		
126	会からのお知らせ	12			129		
126	編集後記	13			130		
127		1	河瀬 晃四郎	ウツボカズラ、古都シリーズの品種特性(23)Facetious Koto(No.1)の特長	1		
127		2	河瀬 晃四郎	ウツボカズラ、古都シリーズの品種特性(24)Balmy Koto(No.25,26)の特長	3		
127		3	南雲 保	アラスカの食虫植物	5		
127		4	外山 雅寛	北海道勇払群苫小牧市よりUtricularia数種の分布記録Ⅲ	9		
127		5	外山 雅寛	北海道北部の食虫植物（Ⅰ）	15		
127		6	高野 英二、高野 洋子、外山 雅寛	蝦夷富士火山帯のモウセンゴケ新産地	29		
127		7	勝俣 員伊	留萌地方の食虫植物と今迄の調査を振り返って	36		
127		8	渡辺 晴夫	長野県信濃町大久保の池、タヌキモの自生地	39		
